Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
"Toxoplasma antibodies, Toxoplasma-DNA and Antibodies of HCV and HIV in Patients with Hemodialysis in Beni-Suef, Egypt",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195879943,El-Askary H.M.,,2025-06-01,,parasitology
First Detection of Eimeria (Apicomplexa: Eimeriidae) in Emys Orbicularisin Azerbaijan,Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195791358,Gurbanova T.,,2025-06-01,,parasitology
"Prevalence, molecular detection, and therapeutic efficacy of Aspergillosis in indigenous chickens in Bangladesh",Veterinary Integrative Sciences,https://api.elsevier.com/content/abstract/scopus_id/85205235007,Akter M.A.,,2025-05-01,,parasitology
"A Study for The Partial Determination of The Prevalence of A Molecular Disease of Cystic Echinococcosis From The Slaughter of One-humped Camel “Camelus Dromedarius” In Beheira, Egypt.",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195801056,Ismail B.I.B.,,2025-05-01,,parasitology
"Mitigating Adverse Effects of Lead Acetate on Nile Tilapia Health through Pomegranate Pulp Inclusion: Growth, Morphology, Flesh Quality, Antioxidant Response, Gene Expression, and Apoptosis",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195799358,El-Nagar S.H.,,2025-05-01,,parasitology
"Clinical, Haematological, Biochemical Alterations, and Potential Risk Factors Associated with Ill-Thrift in Goats Raised at Smallholder Farms in Egypt",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195793986,Elkashefy E.,,2025-05-01,,parasitology
The Effect of Infectious Bronchitis Virus Vaccine on Pathogenicity of Aavian Pathogenic E. coli in Broiler Chickens,Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195793502,Ghetas A.M.,,2025-05-01,,parasitology
"Gene Expression of Oxidative/Antioxidative Markers, VDR, CAMK4 and Ceruloplasmin in Baladi Sheep a with Minerals Deficiency",Egyptian Journal of Veterinary Science(Egypt),https://api.elsevier.com/content/abstract/scopus_id/85195780566,Emam R.R.,,2025-05-01,,parasitology
Epigenetic dysregulation in glioblastoma: potential pathways to precision medicine,Neurogenetics,https://api.elsevier.com/content/abstract/scopus_id/85210102601,Prakash V.,,2025-12-01,,evolution
Mitogenomics providing new insights into the phylogenetic structure of subfamily Panchaetothripinae (Thripidae: Terebrantia),Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210094802,Ghosh A.,,2025-12-01,,evolution
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,evolution
"Regioselectivity study of 1,3-dipolar cycloaddition of 2-azido-N-(4-diazenylphenyl)acetamide with terminal alkyne through DFT analysis",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210081337,Zaki K.,,2025-12-01,,evolution
On Trina’s Saving and McTeague’s Eating: The Lamarckian Geographies of Regional Writing,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85210039077,Wardley L.,,2025-12-01,,evolution
Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210030557,Gao S.,,2025-12-01,,evolution
Deep Time and Settler Literary Regionalism in Olive Schreiner’s The Story of an African Farm and Willa Cather’s O Pioneers!,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85209993401,Boyden M.,,2025-12-01,,evolution
Does contemporary total knee designs replicate the anatomy of the native trochlea?,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209941912,Gattu N.,,2025-12-01,,evolution
Reflection on failure and the performance of subsequent ventures: application of reflective learning theory,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209927515,Bae T.J.,,2025-12-01,,evolution
Avian-lizard saurophagy: an unusual predatory behaviour of the Southern House Wren in an urban area of the Brazilian Cerrado,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209804544,Oda F.H.,,2025-12-01,,evolution
Showy birds on attractive food sources: rainbow lorikeets and their plant-related functions at a residential area in South-eastern Australia,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209793387,Sazima M.,,2025-12-01,,evolution
Competences that affect the gastronomic entrepreneur for a proper business management,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209790662,Yábar D.C.P.B.,,2025-12-01,,evolution
Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Clinical and Experimental Medicine,https://api.elsevier.com/content/abstract/scopus_id/85209762000,Khedr M.A.,,2025-12-01,,evolution
Exploring the Potential of Syngas Fermentation for Recovery of High-Value Resources: A Comprehensive Review,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85209754513,Neto A.S.,,2025-12-01,,evolution
"Breeding and moulting related changes in biomarkers of filarial infected (adult female village weaver, Ploceus cucullatus) birds of Amurum Forest Reserve, Nigeria",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209753756,Andong F.A.,,2025-12-01,,evolution
Epigenetic dysregulation in glioblastoma: potential pathways to precision medicine,Neurogenetics,https://api.elsevier.com/content/abstract/scopus_id/85210102601,Prakash V.,,2025-12-01,,behavior
The quantum chemical study of the reaction between chlorocarbonylsulfenyl chloride and benzamide,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210098094,Jalil Z.,,2025-12-01,,behavior
Base and additive free click chemistry strategy to accomplish the synthesis of amalgamated pyrazolo-triazole heterocyclic scaffolds and their molecular docking study,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210096400,Waskle A.,,2025-12-01,,behavior
An institutional perspective on fear of failure and its effects across three entrepreneurship stages,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85210093702,Mestwerdt S.,,2025-12-01,,behavior
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,behavior
Surgeons’ perspective on the use of carbon fibre plates for extremity fracture fixation,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85210092409,Shiers-Gelalis F.,,2025-12-01,,behavior
Mast Cells and Mas-related G Protein-coupled Receptor X2: Itching for Novel Pathophysiological Insights to Clinical Relevance,Current Allergy and Asthma Reports,https://api.elsevier.com/content/abstract/scopus_id/85210090744,Castells M.,,2025-12-01,,behavior
Clinical practice guidelines for antimicrobial-loaded cements and beads in orthopedic trauma and arthroplasty,European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85210086477,Epperson A.B.,,2025-12-01,,behavior
"The role of mir-7-5p in cancer: function, prognosis, diagnosis, and therapeutic implications",Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85210085526,Mirzaei Z.,,2025-12-01,,behavior
"Synthesis, characterization, and biological profiling of novel benzotriazole-thio linked derivatives as promising anti-inflammatory, analgesic, and antibacterial agents",Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210084132,Kshatriya M.R.,,2025-12-01,,behavior
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,behavior
Understanding pathophysiology in fragile X syndrome: a comprehensive review,Neurogenetics,https://api.elsevier.com/content/abstract/scopus_id/85210077932,Juárez J.C.C.,,2025-12-01,,behavior
A review of mathematical methods in energy management optimization,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210076211,Fatemi Z.,,2025-12-01,,behavior
"Investigating cultural appropriation: An introduction, policy implications, and legal recommendations",Social Issues and Policy Review,https://api.elsevier.com/content/abstract/scopus_id/85210008768,Mosley A.J.,,2025-12-01,,behavior
Reflection on failure and the performance of subsequent ventures: application of reflective learning theory,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209927515,Bae T.J.,,2025-12-01,,behavior
Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,Current Osteoporosis Reports,https://api.elsevier.com/content/abstract/scopus_id/85210097365,Shiozawa Y.,,2025-12-01,,ecology
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,ecology
Introduction: Regionalism’s Climates,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85210070165,Dewitt R.,,2025-12-01,,ecology
Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210030557,Gao S.,,2025-12-01,,ecology
Estranged Land and Labor in the Du Boisian Black Belt,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85210024632,McCall S.B.,,2025-12-01,,ecology
“On the Side of the Unseen”: Extractive Infrastructure and Hydrosocial Relations in Mary Austin’s The Ford,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85210007073,Mize J.R.,,2025-12-01,,ecology
Deep Time and Settler Literary Regionalism in Olive Schreiner’s The Story of an African Farm and Willa Cather’s O Pioneers!,American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85209993401,Boyden M.,,2025-12-01,,ecology
"The Queer Climates of New England Wetlands: Jewett’s A Marsh Island, Regionalism and the Test of the Longue Durée",American Literary Realism,https://api.elsevier.com/content/abstract/scopus_id/85209988968,Roudeau C.,,2025-12-01,,ecology
Avian-lizard saurophagy: an unusual predatory behaviour of the Southern House Wren in an urban area of the Brazilian Cerrado,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209804544,Oda F.H.,,2025-12-01,,ecology
Showy birds on attractive food sources: rainbow lorikeets and their plant-related functions at a residential area in South-eastern Australia,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209793387,Sazima M.,,2025-12-01,,ecology
When does spillover from marine protected areas indicate benefits to fish abundance and catch?,Theoretical Ecology,https://api.elsevier.com/content/abstract/scopus_id/85209764711,Hilborn R.,,2025-12-01,,ecology
Exploring the Potential of Syngas Fermentation for Recovery of High-Value Resources: A Comprehensive Review,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85209754513,Neto A.S.,,2025-12-01,,ecology
"Breeding and moulting related changes in biomarkers of filarial infected (adult female village weaver, Ploceus cucullatus) birds of Amurum Forest Reserve, Nigeria",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209753756,Andong F.A.,,2025-12-01,,ecology
Two different complement Factor B (Bf) alleles of the orangutan major histocompatibility complex (MHC) are also conserved in chimpanzee and humans showing importance in primate immunity,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209732931,Arnaiz-Villena A.,,2025-12-01,,ecology
Expression analysis of defense signaling marker genes in Capsicum annuum in response to phytohormones elicitation,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209730293,Perez-Aranda A.,,2025-12-01,,ecology
Mitogenomics providing new insights into the phylogenetic structure of subfamily Panchaetothripinae (Thripidae: Terebrantia),Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210094802,Ghosh A.,,2025-12-01,,systematics
Showy birds on attractive food sources: rainbow lorikeets and their plant-related functions at a residential area in South-eastern Australia,Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85209793387,Sazima M.,,2025-12-01,,systematics
Biological invasions forming intraguild predation communities in homogeneous and heterogeneous landscapes,Theoretical Ecology,https://api.elsevier.com/content/abstract/scopus_id/85209719553,Poloni S.,,2025-12-01,,systematics
